Number,Name of ship,Master,Tonnage,Type of ship,Built,Yard,Chamber,Date of departure,Place of departure,Arrival at Cape,Departure from Cape,Date of arrival at destination,Place of arrival,Chamber for which cargo is destined,Particulars,people
896.1,LOENEN,"Schroel, Jan Jansz.",216,fluit,1656,Amsterdam,Amsterdam,22-10-1658,Vlie,21-03-1659,30-03-1659,11-06-1659,Batavia,"",Sold at Batavia 20-05-1670.,"{""Seafarers""=>{""I""=>50, ""II""=>1, ""III""=>"""", ""IV""=>"""", ""V""=>1, ""VI""=>49}, ""Soldiers""=>{""I""=>21, ""II""=>0, ""III""=>"""", ""IV""=>"""", ""V""=>0, ""VI""=>21}}"
897.4,PAREL,"Aukes, Douwe",1100,"",1651,Amsterdam,Amsterdam,22-10-1658,Vlie,22-03-1659,01-04-1659,21-06-1659,Batavia,"",Via Trinidad (29-01-1659). Via Mauritius and St. Paul because of leakage (see 0895).,"{""Seafarers""=>{""I""=>266, ""II""=>13, ""III""=>3, ""IV""=>0, ""V""=>9, ""VI""=>254}, ""Soldiers""=>{""I""=>116, ""II""=>"""", ""III""=>1, ""IV""=>0, ""V""=>5, ""VI""=>110}, ""Passengers""=>{""I""=>14, ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>14}}"
898.6,PRINSES ROYAAL,"Doedesz., Maarten",1100,"","",Amsterdam,Amsterdam,22-10-1658,Vlie,08-03-1659,20-03-1659,02-06-1659,Batavia,"",Via Trinidad (29-01-1659).,"{""Seafarers""=>{""I""=>271, ""II""=>8, ""III""=>25, ""IV""=>0, ""V""=>11, ""VI""=>235}, ""Soldiers""=>{""I""=>116, ""II""=>"""", ""III""=>1, ""IV""=>0, ""V""=>8, ""VI""=>107}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>2, ""IV""=>0, ""V""=>0, ""VI""=>5}}"
899.1,ZUILEN,"Foram, Steven",100,galjoot,1657,Amsterdam,Amsterdam,22-10-1658,Vlie,22-03-1659,11-06-1659,11-08-1659,Batavia,"",From 31-03 till 26-05 at St. Helena. In 1671 sold for breaking up.,"{""Seafarers""=>{""I""=>28, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>1, ""VI""=>27}}"
900.1,HOOGLAND,"Steenhouwer, Pieter Pouwels Andriesz.",270,pinas? jacht?,"",Zeeland,Zeeland,06-11-1658,Wielingen,28-03-1659,06-04-1659,06-07-1659,Batavia,"",Via the Wielingen; on 06-12 for the second time out. Via Sierra Leone. Laid up and sold at Batavia in 1673.,"{""Seafarers""=>{""I""=>99, ""II""=>23, ""III""=>0, ""IV""=>4, ""V""=>18, ""VI""=>85}, ""Soldiers""=>{""I""=>58, ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>7, ""VI""=>51}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>1}}"
901.1,MELISKERKE,"",270,pinas? jacht?,1658,Zeeland,Zeeland,11-11-1658,Wielingen,10-03-1659,19-03-1659,02-06-1659,Batavia,"",Via the Wielingen; on 06-12 for the second time out. Via Saldanha Bay. Laid up and sold at Batavia in 1674.,"{""Seafarers""=>{""I""=>81, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>7, ""VI""=>74}, ""Soldiers""=>{""I""=>48, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>6, ""VI""=>42}}"
902.2,ULYSSES,"Steenhuizen, Kornelis Reiertsz.",400/560,fluit,"",Amsterdam,Amsterdam,03-12-1658,Texel,21-03-1659,30-03-1659,20-06-1659,Batavia,"",Via S. Tiago. Laid up at Batavia 16-10-1665.,"{""Seafarers""=>{""I""=>75, ""II""=>""I"", ""III""=>1, ""IV""=>0, ""V""=>2, ""VI""=>72}, ""Soldiers""=>{""I""=>20, ""II""=>0, ""III""=>1, ""IV""=>0, ""V""=>0, ""VI""=>19}}"
903.2,HECTOR,"Delfshaven, Lukas Bouwersz. van der Lek van",600,jacht,"",Amsterdam,Delft,06-12-1658,Goeree,22-03-1659,01-04-1659,21-06-1659,Batavia,"",Via Mauritius to accompany the PAREL which made water (see 0897). Wrecked in a battle against the Chinese in 1661.,"{""Seafarers""=>{""I""=>110, ""II""=>1, ""III""=>0, ""IV""=>0, ""V""=>2, ""VI""=>108}, ""Soldiers""=>{""I""=>63, ""II""=>0, ""III""=>2, ""IV""=>0, ""V""=>0, ""VI""=>61}, ""Passengers""=>{""I""=>2, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>2}}"
904.1,TERBOEDE,"Vere, Kornelis Isaaksz. van der",182,galjoot,1658,Zeeland,Zeeland,12-02-1659,Wielingen,09-05-1659,18-05-1659,23-07-1659,Batavia,"",Sold at Batavia in 1670.,"{""Seafarers""=>{""I""=>58, ""II""=>1, ""III""=>0, ""IV""=>3, ""V""=>1, ""VI""=>55}, ""Soldiers""=>{""I""=>0, ""II""=>0, ""III""=>0, ""IV""=>3, ""V""=>0, ""VI""=>3}}"
905.2,SLOT VAN HONINGEN,"Os, Sander Gerritsz. van",1124,"",1654,Rotterdam,Rotterdam,12-02-1659,Wielingen,07-07-1659,21-07-1659,26-09-1659,Batavia,"","","{""Seafarers""=>{""I""=>220, ""II""=>12, ""III""=>5, ""IV""=>0, ""V""=>8, ""VI""=>207}, ""Soldiers""=>{""I""=>122, ""II""=>"""", ""III""=>5, ""IV""=>0, ""V""=>5, ""VI""=>112}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>5}}"
906.8,ORANJE,"Putte, Hendrik van der",700/1200,"",1643,Zeeland,Zeeland,12-02-1659,Wielingen,28-06-1659,09-07-1659,20-09-1659,Batavia,"","","{""Seafarers""=>{""I""=>272, ""II""=>15, ""III""=>0, ""IV""=>10, ""V""=>12, ""VI""=>270}, ""Soldiers""=>{""I""=>147, ""II""=>"""", ""III""=>43, ""IV""=>0, ""V""=>4, ""VI""=>100}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>2, ""IV""=>0, ""V""=>0, ""VI""=>5}}"
907.2,ACHILLES,"Reiersz., Kornelis",500,jacht,1655,Amsterdam,Rotterdam,02-04-1659,Goeree,15-07-1659,29-07-1659,26-09-1659,Batavia,"",Via S. Vincente.,"{""Seafarers""=>{""I""=>121, ""II""=>1, ""III""=>0, ""IV""=>3, ""V""=>1, ""VI""=>123}, ""Soldiers""=>{""I""=>71, ""II""=>"""", ""III""=>0, ""IV""=>2, ""V""=>1, ""VI""=>72}, ""Passengers""=>{""I""=>0, ""II""=>"""", ""III""=>0, ""IV""=>1, ""V""=>0, ""VI""=>1}}"
908.8,HOF VAN ZEELAND,"Bartelsz., Jakob",1200,"",1642,Zeeland,Zeeland,03-04-1659,Wielingen,14-07-1659,29-07-1659,27-09-1659,Batavia,"",During the voyage two children were born.,"{""Seafarers""=>{""I""=>240, ""II""=>9, ""III""=>0, ""IV""=>1, ""V""=>9, ""VI""=>232}, ""Soldiers""=>{""I""=>114, ""II""=>"""", ""III""=>0, ""IV""=>1, ""V""=>5, ""VI""=>110}, ""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>1, ""IV""=>0, ""V""=>0, ""VI""=>9}}"
909.8,MALAKKA,"Werf, Jan van de",1100,"","",Amsterdam,Amsterdam,29-05-1659,Vlie,05-10-1659,22-10-1659,29-12-1659,Batavia,"","","{""Seafarers""=>{""I""=>234, ""II""=>40, ""III""=>0, ""IV""=>0, ""V""=>26, ""VI""=>208}, ""Soldiers""=>{""I""=>118, ""II""=>"""", ""III""=>2, ""IV""=>0, ""V""=>21, ""VI""=>95}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>6}}"
910.3,GEKROONDE LEEUW,"Pool, Frederik",1200,"","",Enkhuizen,Enkhuizen,25-06-1659,Vlie,16-12-1659,31-12-1659,21-04-1660,Batavia,"",For two months the ship was delayed by calm at the equator. Via Annabon (departure 26-10).,"{""Seafarers""=>{""I""=>236, ""II""=>32, ""III""=>1, ""IV""=>5, ""V""=>35, ""VI""=>205}, ""Soldiers""=>{""I""=>150, ""II""=>"""", ""III""=>21, ""IV""=>16, ""V""=>25, ""VI""=>120}, ""Passengers""=>{""I""=>2, ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>2}}"
911.1,ENKHUIZEN,"Sieuwertsz., Hendrik",700,"","","",Amsterdam,09-09-1659,Vlie,13-01-1660,25-01-1660,21-04-1660,Batavia,"",For one month the ship was delayed by calm south of the equator. Laid up and sold 20-11-1665.,"{""Seafarers""=>{""I""=>192, ""II""=>18, ""III""=>3, ""IV""=>0, ""V""=>20, ""VI""=>169}, ""Soldiers""=>{""I""=>91, ""II""=>"""", ""III""=>5, ""IV""=>0, ""V""=>13, ""VI""=>73}}"
912.1,'S-GRAVELAND,"Pietersz., Andries","",jacht,"",Amsterdam,Amsterdam,09-09-1659,Vlie,10-01-1660,22-01-1660,01-05-1660,Batavia,"","Returning from Nagasaki to Batavia in 1663, the ship was wrecked.","{""Seafarers""=>{""I""=>132, ""II""=>7, ""III""=>7, ""IV""=>0, ""V""=>7, ""VI""=>118}, ""Soldiers""=>{""I""=>75, ""II""=>2, ""III""=>0, ""IV""=>2, ""V""=>2, ""VI""=>75}}"
913.3,AMERSFOORT,"Munt, Jan",1000,"",1655,Amsterdam,Amsterdam,17-12-1659,Vlie,02-04-1660,16-04-1660,18-10-1660,Batavia,"",Two of the men who embarked at the Cape were prisoners.,"{""Seafarers""=>{""I""=>356, ""II""=>31, ""III""=>0, ""IV""=>2, ""V""=>39, ""VI""=>202}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>"""", ""VI""=>107}, ""Passengers""=>{""I""=>"""", ""II""=>"""", ""III""=>0, ""IV""=>2, ""V""=>"""", ""VI""=>12}}"
914.3,WAPEN VAN AMSTERDAM,"Engelken, Michiel",920,"",1653,Amsterdam,Amsterdam,17-12-1659,Vlie,29-03-1660,09-04-1660,04-06-1660,Batavia,"","",{}
915.2,ZIERIKZEE,"Buis, Jut Jakobsz.",400,jacht,1652,Zeeland,Rotterdam,17-12-1659,Goeree,03-04-1660,16-04-1660,02-07-1660,Batavia,"",Via Maio Island. Sunk off Macassar in 1668.,"{""Seafarers""=>{""I""=>128, ""II""=>3, ""III""=>0, ""IV""=>0, ""V""=>3, ""VI""=>125}, ""Soldiers""=>{""I""=>64, ""II""=>"""", ""III""=>2, ""IV""=>0, ""V""=>2, ""VI""=>60}}"
916.1,DIEMERMEER,"Alteras, Karel",505,fluit,1659,Amsterdam,Zeeland,18-12-1659,Wielingen,10-04-1660,27-04-1660,08-07-1660,Batavia,"","","{""Seafarers""=>{""I""=>99, ""II""=>1, ""III""=>1, ""IV""=>0, ""V""=>1, ""VI""=>97}, ""Soldiers""=>{""I""=>56, ""II""=>"""", ""III""=>0, ""IV""=>2, ""V""=>1, ""VI""=>57}}"
917.2,VLISSINGEN,"Reiniersz., Reinier",400,jacht,1653,Zeeland,Zeeland,18-12-1659,Wielingen,03-04-1660,16-04-1660,06-07-1660,Batavia,"","Via Boa Vista Island. Broken up in the Bay of Gale (Ceylon), 1665/1666.","{""Seafarers""=>{""I""=>131, ""II""=>11, ""III""=>1, ""IV""=>0, ""V""=>10, ""VI""=>120}, ""Soldiers""=>{""I""=>88, ""II""=>"""", ""III""=>2, ""IV""=>0, ""V""=>3, ""VI""=>83}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>1}}"
918.2,NAARDEN,"Groot, Pieter Egbertsz.",400,jacht,"",Amsterdam,Enkhuizen,24-12-1659,Texel,03-04-1660,14-04-1660,08-07-1660,Batavia,"","Run ashore off Goa in 1665, and sold to a Portuguese for breaking up in 1666.","{""Seafarers""=>{""I""=>110, ""II""=>1, ""III""=>1, ""IV""=>0, ""V""=>3, ""VI""=>106}, ""Soldiers""=>{""I""=>11, ""II""=>0, ""III""=>2, ""IV""=>0, ""V""=>0, ""VI""=>9}}"
919.9,WALVIS,"Bruinvis, Albert",1000,"",1639,Amsterdam,Amsterdam,24-12-1659,Vlie,04-04-1660,16-04-1660,12-07-1660,Batavia,"","The two 'passengers' who embarked at the Cape were prisoners; one of them died. Wrecked on a reef at Salayar, 07-01-1663.","{""Seafarers""=>{""I""=>272, ""II""=>20, ""III""=>3, ""IV""=>0, ""V""=>29, ""VI""=>240}, ""Soldiers""=>{""I""=>106, ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>24, ""VI""=>82}, ""Passengers""=>{""I""=>21, ""II""=>"""", ""III""=>0, ""IV""=>2, ""V""=>2, ""VI""=>21}}"
920.1,MUSKAATBOOM or NOTENBOOM,"Hermansz., Jan",600,"",bought 1659,"",Amsterdam,08-03-1660,Vlie,14-07-1660,30-07-1660,13-12-1660,Batavia,"","","{""Seafarers""=>{""I""=>299, ""II""=>16, ""III""=>"""", ""IV""=>"""", ""V""=>23, ""VI""=>176}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>80}, ""Passengers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>4}}"
921.1,PARKIET,"Banke, IJsbrant van",80,galjoot,1659,Amsterdam,Amsterdam,08-03-1660,Vlie,27-07-1660,17-06-1661,19-08-1661,Colombo,"","Via S. Vincente. Remained for service for about one year at the Cape before leaving for Ceylon with 45 men. The ship was wrecked off Bimelepatnam, 09-11-1665.","{""Seafarers""=>{""I""=>21, ""II""=>0, ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
922.1,NAGELBOOM,"Beer, Dirk Kornelis de",600,"",bought 1659,Hoorn,Hoorn,10-03-1660,Texel,14-06-1660,23-06-1660,20-10-1660,Batavia,"",At the Cape 58 French survivors of the wrecked MARECHAL embarked; three of them died.,"{""Seafarers""=>{""I""=>302, ""II""=>3, ""III""=>11, ""IV""=>"""", ""V""=>21, ""VI""=>202}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>68}, ""Passengers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>58, ""V""=>"""", ""VI""=>59}}"
923.4,PHOENIX,"Meeuwen, Jan Lukas van",900,"","",Amsterdam,Delft,13-03-1660,Goeree,09-06-1660,19-06-1660,18-08-1660,Batavia,"",At the Cape 58 French survivors of the wrecked MARECHAL embarked.,"{""Seafarers""=>{""I""=>189, ""II""=>3, ""III""=>4, ""IV""=>0, ""V""=>2, ""VI""=>183}, ""Soldiers""=>{""I""=>84, ""II""=>"""", ""III""=>7, ""IV""=>0, ""V""=>3, ""VI""=>74}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>0, ""IV""=>58, ""V""=>0, ""VI""=>61}}"
924.9,VERENIGDE PROVINCIEN,"",1100,"",1643,Zeeland,Zeeland,13-03-1660,Wielingen,no call,"",10-08-1660,Batavia,"","Via S. Vincente. Laid up at Batavia, 16-11-1663.","{""Seafarers""=>{""I""=>206, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>7, ""VI""=>199}, ""Soldiers""=>{""I""=>153, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>7, ""VI""=>146}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>0, ""VI""=>7}}"
925.1,BUIENSKERKE,"",510,fluit,1659,Zeeland,Zeeland,14-04-1660,Wielingen,no call,"",26-10-1660,Batavia,"",Via Sierra Leone.,"{""Seafarers""=>{""I""=>139, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>2, ""VI""=>82}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>49}, ""Passengers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>7}}"
926.1,LOOSDUINEN,"Rechter, Karsten Krijnsz.",340,fluit,"",Amsterdam,Amsterdam,22-05-1660,Texel,17-11-1660,03-12-1660,14-02-1661,Batavia,"","Via Cape Mount, where two men deserted, 17-08 till 27-08-1660.","{""Seafarers""=>{""I""=>55, ""II""=>1, ""III""=>0, ""IV""=>1, ""V""=>1, ""VI""=>53}}"
927.1,VOLLENHOVEN,"Nieuwendam, Bastiaan Jansz. van","",fluit,"","",Amsterdam,22-05-1660,Texel,15-10-1660,28-10-1660,17-01-1661,Batavia,"","Via Torbay where one seaman deserted. One child was born during the voyage. The ship was wrecked off Mishima Islands, 26-08-1663.","{""Seafarers""=>{""I""=>88, ""II""=>4, ""III""=>12, ""IV""=>7, ""V""=>4, ""VI""=>78}, ""Soldiers""=>{""I""=>38, ""II""=>"""", ""III""=>6, ""IV""=>11, ""V""=>1, ""VI""=>42}, ""Passengers""=>{""I""=>2, ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>3}}"
928.9,WITTE OLIFANT,"Bakker, Filips de",1000,"",1639,Amsterdam,Amsterdam,27-06-1660,Vlie,15-11-1660,03-12-1660,13-02-1661,Batavia,"","Laid up at Batavia, 04-03-1665.","{""Seafarers""=>{""I""=>212, ""II""=>6, ""III""=>16, ""IV""=>7, ""V""=>6, ""VI""=>349}, ""Soldiers""=>{""I""=>150, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
929.2,HILVERSUM,"Bakker, Jakob",202,fluit,1656,Amsterdam,Amsterdam,17-11-1660,Texel,27-03-1661,23-06-1661,04-09-1661,Coromandel,"",Via Brouwershaven where 3 man deserted. The ship was driven out of its course and sailed via Atjeh to Pulicat. The ship was sold in 1673.,"{""Total""=>{""I""=>66, ""II""=>1, ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
930.1,ANKEVEEN,"Joachimsz., Barend",283,jacht,1660,Amsterdam,Amsterdam,24-11-1660,Texel,24-03-1661,02-04-1661,30-05-1661,Batavia,"","At the arrival at Batavia the crew included 10 stowaways from the return fleet (see 5482), who had come on board at the Cape. On 22-02-1663 wrecked off the coast of China; crew was saved.","{""Total""=>{""I""=>78, ""II""=>2, ""III""=>0, ""IV""=>16, ""V""=>3, ""VI""=>91}}"
931.1,MAARSSEVEEN,"Berkhout, Pieter (died)",1210,"",1660,Amsterdam,Amsterdam,24-11-1660,Texel,03-05-1661,21-05-1661,31-07-1661,Batavia,"",The ship was delayed by a calm of 54 days south of the equator.,"{""Seafarers""=>{""I""=>222, ""II""=>73, ""III""=>11, ""IV""=>18, ""V""=>38, ""VI""=>191}, ""Soldiers""=>{""I""=>120, ""II""=>"""", ""III""=>8, ""IV""=>12, ""V""=>37, ""VI""=>87}, ""Passengers""=>{""I""=>12, ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>1, ""VI""=>11}}"
932.2,VOGELZANG,"Michielsz., Thomas",680,fluit,"",Amsterdam,Amsterdam,24-11-1660,Texel,25-04-1661,05-05-1661,13-07-1661,Batavia,"","Via Cape Verde, 14 till 20-01-1661. The two 'passengers' who embarked at the Cape were stowaways.","{""Seafarers""=>{""I""=>150, ""II""=>"""", ""III""=>4, ""IV""=>0, ""V""=>1, ""VI""=>145}, ""Soldiers""=>{""I""=>49, ""II""=>"""", ""III""=>1, ""IV""=>0, ""V""=>4, ""VI""=>44}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>0, ""IV""=>2, ""V""=>0, ""VI""=>5}}"
933.4,DORDRECHT,"Schiedam, Adriaan de Gilde van",920,fregat?,1652,Delft,Delft,06-12-1660,Goeree,26-04-1661,05-05-1661,18-07-1661,Batavia,"",Acc. to Daghregister 1661 the ship departed 16-06-1660 from Texel.,"{""Seafarers""=>{""I""=>195, ""II""=>5, ""III""=>6, ""IV""=>1, ""V""=>4, ""VI""=>189}, ""Soldiers""=>{""I""=>96, ""II""=>"""", ""III""=>13, ""IV""=>1, ""V""=>3, ""VI""=>81}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>6}}"
934.2,ERASMUS,"Duinen, Dirk van",400,jacht,1652,Rotterdam,Rotterdam,07-01-1661,Goeree,25-04-1661,05-05-1661,14-07-1661,Batavia,"","Laid up at Batavia, 21-02-1669.","{""Seafarers""=>{""I""=>100, ""II""=>1, ""III""=>0, ""IV""=>"""", ""V""=>1, ""VI""=>97}, ""Soldiers""=>{""I""=>62, ""II""=>1, ""III""=>1, ""IV""=>"""", ""V""=>1, ""VI""=>61}}"
935.1,MEIBOOM,"Strandwijk, Gijsbert Jansz.",312,adviesjacht,1660,Rotterdam,Rotterdam,07-01-1661,Goeree,28-07-1661,09-08-1661,07-10-1661,Batavia,"",On 11-04-1661 for the second time from Goeree.,"{""Seafarers""=>{""I""=>60, ""II""=>1, ""III""=>0, ""IV""=>0, ""V""=>1, ""VI""=>59}, ""Soldiers""=>{""I""=>31, ""II""=>0, ""III""=>29, ""IV""=>4, ""V""=>0, ""VI""=>6}}"
936.3,SLOT VAN HONINGEN,"Volkertsz., Willem",1124,"",1654,Rotterdam,Zeeland,10-01-1661,Wielingen,13-06-1661,26-06-1661,10-09-1661,Batavia,"",On 07-02-1661 for the second time from Wielingen. Via Cape Verde.,"{""Seafarers""=>{""I""=>213, ""II""=>4, ""III""=>1, ""IV""=>0, ""V""=>5, ""VI""=>207}, ""Soldiers""=>{""I""=>112, ""II""=>"""", ""III""=>1, ""IV""=>0, ""V""=>3, ""VI""=>108}}"
937.1,NIEUWENHOVE,"Jansz., Frederik",438,jacht,1660,Zeeland,Zeeland,10-01-1661,Wielingen,13-06-1661,21-06-1661,10-08-1661,Batavia,"",On 07-02-1661 for the second time from the Wielingen.,"{""Seafarers""=>{""I""=>92, ""II""=>4, ""III""=>0, ""IV""=>0, ""V""=>4, ""VI""=>88}, ""Soldiers""=>{""I""=>44, ""II""=>2, ""III""=>1, ""IV""=>0, ""V""=>2, ""VI""=>41}, ""Passengers""=>{""I""=>2, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>2}}"
938.5,PRINS WILLEM,"",700/1200,"",1650,Zeeland,Zeeland,10-01-1661,Wielingen,09-06-1661,29-06-1661,10-09-1661,Batavia,"",On 07-02-1661 for the second time from the Wielingen. One child was born during the voyage.,"{""Seafarers""=>{""I""=>242, ""II""=>15, ""III""=>1, ""IV""=>12, ""V""=>17, ""VI""=>236}, ""Soldiers""=>{""I""=>154, ""II""=>"""", ""III""=>60, ""IV""=>5, ""V""=>15, ""VI""=>84}, ""Passengers""=>{""I""=>13, ""II""=>"""", ""III""=>0, ""IV""=>1, ""V""=>1, ""VI""=>14}}"
939.3,ARNHEM,"Jansz., Rens (died), Norden, Dirk Gerritsz. van",1000,"",1654,Amsterdam,Amsterdam,07-02-1661,Texel,16-06-1661,06-07-1661,12-09-1661,Batavia,"","","{""Seafarers""=>{""I""=>236, ""II""=>31, ""III""=>2, ""IV""=>0, ""V""=>22, ""VI""=>212}, ""Soldiers""=>{""I""=>122, ""II""=>"""", ""III""=>3, ""IV""=>1, ""V""=>11, ""VI""=>109}, ""Passengers""=>{""I""=>15, ""II""=>"""", ""III""=>1, ""IV""=>0, ""V""=>2, ""VI""=>12}}"
940.3,WAPEN VAN HOLLAND,"Koning, David de",920,"",1653,Amsterdam,Amsterdam,07-02-1661,Texel,18-06-1661,06-07-1661,12-09-1661,Batavia,"","Gerrit van Ham, who was to succeed Jan van Riebeek as commandeur at the Cape, died and was buried at S. Vincente, March 1661.","{""Seafarers""=>{""I""=>228, ""II""=>26, ""III""=>6, ""IV""=>3, ""V""=>20, ""VI""=>211}, ""Soldiers""=>{""I""=>116, ""II""=>"""", ""III""=>4, ""IV""=>5, ""V""=>14, ""VI""=>103}, ""Passengers""=>{""I""=>17, ""II""=>"""", ""III""=>4, ""IV""=>0, ""V""=>0, ""VI""=>13}}"
941.1,OVERVEEN,"Franken, Hendrik",448,jacht,1660,Amsterdam,Amsterdam,07-02-1661,Texel,18-06-1661,06-07-1661,25-09-1661,Batavia,"",One child was born during the voyage.,"{""Seafarers""=>{""I""=>113, ""II""=>0, ""III""=>2, ""IV""=>2, ""V""=>4, ""VI""=>109}, ""Soldiers""=>{""I""=>55, ""II""=>"""", ""III""=>2, ""IV""=>2, ""V""=>3, ""VI""=>52}, ""Passengers""=>{""I""=>4, ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>1, ""VI""=>4}}"
942.2,ZEEPAARD,"Lucifer, Hendrik",400,jacht,"",Zeeland,Zeeland,01-03-1661,Wielingen,16-06-1661,23-06-1661,28-08-1661,Batavia,"",Ship's destination was Ceylon; arrival at Batavia by mistake of the master.,"{""Seafarers""=>{""I""=>131, ""II""=>3, ""III""=>1, ""IV""=>1, ""V""=>3, ""VI""=>128}, ""Soldiers""=>{""I""=>110, ""II""=>1, ""III""=>1, ""IV""=>0, ""V""=>1, ""VI""=>108}}"
943.1,BEURS VAN AMSTERDAM,"Mauntsz., Reier",472,jacht,bought 1660/1,Amsterdam,Amsterdam,11-04-1661,Texel,25-07-1661,03-08-1661,01-11-1661,Ceylon,"","","{""Total""=>{""I""=>247, ""II""=>12, ""III""=>0, ""IV""=>0, ""V""=>"""", ""VI""=>""""}}"
944.1,WASSENDE MAAN,"Springer, Hendrik",400/840,jacht?,bought 1660/1,Amsterdam,Amsterdam,11-04-1661,Texel,23-08-1661,24-09-1661,04-06-1662,Ceylon,"",Via S. Vincente (16 till 23-05). For five weeks at the equator. At the Cape 23 soldiers from the JONGE PRINS came on board. Searched for the return fleet (see 5491).,"{""Seafarers""=>{""I""=>258, ""II""=>23, ""III""=>"""", ""IV""=>"""", ""V""=>14, ""VI""=>107}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>23, ""V""=>24, ""VI""=>139}}"
945.1,RAADHUIS,"",360,jacht,bought 1660/1,Amsterdam,Amsterdam,11-04-1661,Texel,26-07-1661,03-08-1661,01-11-1661,Ceylon,"","Laid up and sold, 24-11-1671.","{""Total""=>{""I""=>241, ""II""=>8, ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
946.1,RIJZENDE ZON,"",600,jacht,bought 1660/1,Amsterdam,Amsterdam,11-04-1661,Texel,16-08-1661,25-08-1661,19-11-1661,Ceylon,"",Via Sierra Leone; one man went missing and one man deserted. At the Cape 4 soldiers and a carpenter from the JONGE PRINS came on board.,"{""Seafarers""=>{""I""=>253, ""II""=>14, ""III""=>"""", ""IV""=>1, ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>4, ""V""=>"""", ""VI""=>""""}}"
947.1,HUIS TE ZWIETEN,"Vlaardingen, Gerrit Pietersz. van","","",bought 1660/1,Amsterdam,Amsterdam,11-04-1661,Texel,05-08-1661,18-08-1661,19-11-1661,Ceylon,"","At the Cape 48 soldiers and a carpenter from the JONGE PRINS, 14 men from the MEIBOOM, and 20 men from the Cape came on board.","{""Seafarers""=>{""I""=>326, ""II""=>48, ""III""=>31, ""IV""=>35, ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>48, ""V""=>"""", ""VI""=>""""}}"
