Number,Name of ship,Master,Tonnage,Type of ship,Built,Yard,Chamber,Date of departure,Place of departure,Arrival at Cape,Departure from Cape,Date of arrival at destination,Place of arrival,Chamber for which cargo is destined,Particulars,people
2024.1,ZANDENBURG,"Tilburg, Adriaan",1136,"",1706,Zeeland,Zeeland,04-03-1707,Wielingen,11-06-1707,03-07-1707,07-09-1707,Batavia,"","","{""Seafarers""=>{""I""=>168, ""II""=>2, ""III""=>7, ""IV""=>1, ""V""=>2, ""VI""=>160}, ""Soldiers""=>{""I""=>124, ""II""=>1, ""III""=>2, ""IV""=>0, ""V""=>1, ""VI""=>121}}"
2026.2,BEVERWIJK,"Schrik, Lukas",836,"",1700,Amsterdam,Amsterdam,19-05-1707,Texel,23-01-1708,14-03-1708,06-06-1708,Batavia,"","Together with DIEMEN (2027), GANSENHOEF (2028), HAAK (2029), UNIE (2030), GENERALE VREDE (2031) 29-09 till 23-11-1707 at the coast of Brazil, in the bay of Formosa. Two seafarers ran away and two more went over to the GENERALE VREDE (2031).","{""Seafarers""=>{""I""=>115, ""II""=>14, ""III""=>6, ""IV""=>4, ""V""=>8, ""VI""=>103}, ""Soldiers""=>{""I""=>87, ""II""=>"""", ""III""=>15, ""IV""=>3, ""V""=>8, ""VI""=>67}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>5}}"
2027.3,DIEMEN,"Bol, Pieter (died)",596,fluit,1700,Amsterdam,Hoorn,19-05-1707,Texel,23-01-1708,14-03-1708,06-06-1708,Batavia,"","See no. 2026. 
11 Seafarers and 11 soldiers ran away. The master died during the voyage; he was succeeded by Jakob de Graaf.","{""Soldiers""=>{""I""=>38, ""II""=>"""", ""III""=>1, ""IV""=>0, ""V""=>1, ""VI""=>25}}"
2028.3,GANSENHOEF,"Engels, Daniel",640,fluit,1702,Amsterdam,Amsterdam,19-05-1707,Texel,23-01-1708,14-03-1708,09-06-1708,Batavia,"","See no. 2026. 
2 Seafarers and 1 soldier ran away.","{""Soldiers""=>{""I""=>58, ""II""=>2, ""III""=>9, ""IV""=>3, ""V""=>2, ""VI""=>49}, ""Passengers""=>{""I""=>1, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>1}}"
2029.3,HAAK,"Jongeboer, Kornelis",550,fluit,1699,Enkhuizen,Enkhuizen,19-05-1707,Texel,23-01-1708,29-02-1708,26-05-1708,Batavia,"","See no. 2026. 
13 Men ran away. The ship was laid up at Batavia on 20-11-1715.","{""Soldiers""=>{""I""=>60, ""II""=>4, ""III""=>5, ""IV""=>1, ""V""=>4, ""VI""=>41}}"
2030.5,UNIE,"Nooy, Hidding Idesz.",1080,pinas,1696,Amsterdam,Amsterdam,19-05-1707,Texel,23-01-1708,14-03-1708,06-06-1708,Batavia,"","See no. 2026. 
Two seafarers and two soldiers deserted in Brazil; one passenger became a soldier.","{""Soldiers""=>{""I""=>120, ""II""=>"""", ""III""=>13, ""IV""=>7, ""V""=>5, ""VI""=>108}, ""Passengers""=>{""I""=>5, ""II""=>0, ""III""=>0, ""IV""=>5, ""V""=>0, ""VI""=>9}}"
2031.4,GENERALE VREDE,"Boom, Gerrit Gerritsz.",1008,pinas,1699,Amsterdam,Amsterdam,19-05-1707,Texel,24-01-1708,14-03-1708,05-06-1708,Batavia,"","See no. 2026. 
Among the passengers was Louis van Assenburg, gouvemeur of the Cape and a stowaway. In Brazil 3 men deserted.","{""Soldiers""=>{""I""=>113, ""II""=>"""", ""III""=>33, ""IV""=>10, ""V""=>3, ""VI""=>87}, ""Passengers""=>{""I""=>4, ""II""=>0, ""III""=>3, ""IV""=>2, ""V""=>0, ""VI""=>3}}"
2033.2,ZUIDDORP,"Akkerman, Jan",1152,"",1701,Zeeland,Zeeland,05-06-1707,Wielingen,07-11-1707,09-12-1707,29-02-1708,Batavia,"","","{""Seafarers""=>{""I""=>150, ""II""=>32, ""III""=>13, ""IV""=>3, ""V""=>16, ""VI""=>124}, ""Soldiers""=>{""I""=>107, ""II""=>"""", ""III""=>14, ""IV""=>0, ""V""=>23, ""VI""=>70}}"
2034.5,VRIJBURG,"Elshoek, Willem",784,"",1695,Zeeland,Delft,24-10-1707,Goeree,24-07-1708,13-09-1708,02-12-1708,Batavia,"","From 26-10-1707 till 18-03-1708 at Portsmouth, where 18 men deserted. 11 Seafarers and 1 soldier were enlisted.","{""Soldiers""=>{""I""=>94, ""II""=>"""", ""III""=>4, ""IV""=>0, ""V""=>5, ""VI""=>83}, ""Passengers""=>{""I""=>0, ""II""=>0, ""III""=>0, ""IV""=>14, ""V""=>0, ""VI""=>14}}"
2036.1,SCHAGERHAAN,"Rijpen, Sasker",180,"",1706,Enkhuizen,Enkhuizen,14-11-1707,Texel,13-06-1708,22-07-1708,11-10-1708,Ceylon,"",The ship was taken by the French at Ceylon in 1709.,"{""Total""=>{""I""=>25, ""II""=>3, ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
2038.1,KROMSTRIJEN,"Meer, Dirk van der",678,fluit,1706,Rotterdam,Rotterdam,29-12-1707,Goeree,02-06-1708,04-07-1708,16-09-1708,Batavia,"",Two of the passengers were stowaways. The ship was lost on a voyage to Bengal in 1709.,"{""Seafarers""=>{""I""=>112, ""II""=>5, ""III""=>14, ""IV""=>4, ""V""=>3, ""VI""=>99}, ""Soldiers""=>{""I""=>58, ""II""=>"""", ""III""=>11, ""IV""=>5, ""V""=>3, ""VI""=>49}, ""Passengers""=>{""I""=>4, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>4}}"
2039.2,SCHELLENBERG,"Koning, Leendert de",630,fluit,1705,Amsterdam,Delft,29-12-1707,Goeree,11-05-1708,17-06-1708,21-08-1708,Batavia,"","","{""Soldiers""=>{""I""=>57, ""II""=>"""", ""III""=>4, ""IV""=>1, ""V""=>4, ""VI""=>50}}"
2040.5,KARTHAGO,"Vlieger, Joost de",759,"",1692,Zeeland,Zeeland,30-12-1707,Rammekens,19-07-1708,08-09-1708,16-01-1709,Batavia,"","Till 18-03-1708 in England, where 23 men deserted. From 05-11 till 03-12-1708 at Mauritius. According to Coolhaas VI, 595, 141 persons arrived at Batavia. Probably most of the passengers disembarked at Mauritius. Laid up at Batavia on 27-09-1720.","{""Soldiers""=>{""I""=>82, ""II""=>"""", ""III""=>48, ""IV""=>0, ""V""=>1, ""VI""=>29}, ""Passengers""=>{""I""=>0, ""II""=>0, ""III""=>0, ""IV""=>82, ""V""=>0, ""VI""=>82}}"
2041.1,KIEVIT,"Zalm, Jakob",794,"",1706,Amsterdam,Amsterdam,30-12-1707,Texel,20-08-1708,07-10-1708,18-12-1708,Batavia,"",Together with the OUWERKERK (2042) held up at Texel till 24-01-1708. At Edinburgh from 29-01 till 25-03-1708 where 12 seafarers and 1 soldier deserted and 10 seafarers embarked. Taken by the French on a voyage to Surat on 18-09-1709.,"{""Soldiers""=>{""I""=>87, ""II""=>"""", ""III""=>9, ""IV""=>37, ""V""=>20, ""VI""=>94}, ""Passengers""=>{""I""=>2, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>2}}"
2042.1,OUWERKERK,"Bois, Thomas du",658,fluit,1706,Amsterdam,Amsterdam,30-12-1707,Texel,12-05-1708,20-06-1708,02-09-1708,Batavia,"",See no. 2041.,"{""Soldiers""=>{""I""=>54, ""II""=>"""", ""III""=>7, ""IV""=>3, ""V""=>3, ""VI""=>47}}"
2044.1,STANDVASTIGHEID,"Verbrugge, Jan",888,"",1706,Amsterdam,Amsterdam,30-12-1707,Texel,20-08-1708,09-10-1708,24-01-1709,Batavia,"",Second time out from Texel on 24-01-1708; at Edinburgh till 24-03-1708.,"{""Seafarers""=>{""I""=>114, ""II""=>17, ""III""=>6, ""IV""=>15, ""V""=>13, ""VI""=>93}, ""Soldiers""=>{""I""=>89, ""II""=>"""", ""III""=>8, ""IV""=>24, ""V""=>10, ""VI""=>92}, ""Passengers""=>{""I""=>0, ""II""=>0, ""III""=>0, ""IV""=>2, ""V""=>0, ""VI""=>2}}"
2046.3,BEVERWAART,"Bent, Dirk Danielsz. (died)",760,"",1702,Amsterdam,Hoorn,24-01-1708,Texel,07-09-1709,29-10-1709,04-05-1710,Batavia,"","The ship drifted in the direction of the Scottish coast and was forced on to return to Texel (24-10-1708); out again 07-05-1709. From 19-12 till 17-02-1710 at Mauritius. 73 Seafarers and 21 soldiers embarked, together with 67 passengers. 42 Seafarers and 9 soldiers came from the KIEVIT (2041). 4 Soldiers deserted.","{""Seafarers""=>{""I""=>160, ""II""=>19, ""III""=>9, ""IV""=>9, ""V""=>27, ""VI""=>202}, ""Soldiers""=>{""I""=>71, ""II""=>12, ""III""=>39, ""IV""=>0, ""V""=>16, ""VI""=>37}, ""Passengers""=>{""I""=>0, ""II""=>0, ""III""=>0, ""IV""=>67, ""V""=>0, ""VI""=>67}}"
2047.2,BON,"Onkruid, Jakob",600,fluit,1703,Amsterdam,Enkhuizen,24-01-1708,Texel,15-12-1709,15-01-1710,05-04-1710,Batavia,"",Returned together with BEVERWAART (2046); out again 17-07-1709; at S. Tiago from 17-09 till 23-09-1709. Laid up at Batavia on 30-11-1717.,"{""Soldiers""=>{""I""=>59, ""II""=>2, ""III""=>1, ""IV""=>0, ""V""=>3, ""VI""=>55}}"
2049.2,KONING KAREL DE DERDE,"Korver, Dirk",830,"",1704,Amsterdam,Amsterdam,24-01-1708,Texel,07-05-1708,17-06-1708,19-08-1708,Batavia,"","","{""Seafarers""=>{""I""=>146, ""II""=>5, ""III""=>5, ""IV""=>4, ""V""=>5, ""VI""=>140}, ""Soldiers""=>{""I""=>89, ""II""=>"""", ""III""=>28, ""IV""=>25, ""V""=>1, ""VI""=>85}}"
2050.1,MOSSEL,"Groot, Pieter Frederiks de",676,fluit,1706,Enkhuizen,Amsterdam,24-01-1708,Texel,29-05-1708,04-07-1708,16-09-1708,Batavia,"","","{""Soldiers""=>{""I""=>68, ""II""=>"""", ""III""=>9, ""IV""=>3, ""V""=>4, ""VI""=>58}}"
2051.4,HUIS TE NIEUWBURG,"Laurentsz., Kasper",618,"fluit, hekboot",1697,Amsterdam,Amsterdam,24-01-1708,Texel,11-06-1708,04-07-1708,19-09-1708,Batavia,"","","{""Soldiers""=>{""I""=>52, ""II""=>0, ""III""=>10, ""IV""=>2, ""V""=>0, ""VI""=>44}}"
2052.6,GRIMMESTEIN,"Neercassel, Wessel van",759,"",1696,Amsterdam,Rotterdam,20-04-1708,Goeree,06-09-1708,26-09-1708,22-12-1708,Batavia,"",The two passengers were stowaways.,"{""Soldiers""=>{""I""=>90, ""II""=>"""", ""III""=>4, ""IV""=>0, ""V""=>8, ""VI""=>78}, ""Passengers""=>{""I""=>2, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>2}}"
2053.2,WATERINGEN,"Heerman, Jakob",626,jacht,1701,Delft,Delft,20-04-1708,Goeree,12-09-1708,07-10-1708,21-12-1708,Batavia,"",At the Cape the passenger was enlisted as a seafarer.,"{""Soldiers""=>{""I""=>60, ""II""=>"""", ""III""=>9, ""IV""=>0, ""V""=>4, ""VI""=>55}, ""Passengers""=>{""I""=>1, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>0}}"
2054.2,WAARDE,"Bitter, Jakob",830,"",1702,Zeeland,Zeeland,02-06-1708,Wielingen,24-12-1708,28-01-1709,11-06-1709,Batavia,"",Second departure from the Wielingen on 26-06-1708. From 29-07 till 02-08-1708 at Annabon; from 18-08 till 28-08-1708 at Luanda in Angola.,"{""Soldiers""=>{""I""=>94, ""II""=>"""", ""III""=>4, ""IV""=>7, ""V""=>"""", ""VI""=>90}}"
2055.3,ZANDHORST,"Biskop, Willem",520,fluit,1701,Amsterdam,Zeeland,02-06-1708,Wielingen,22-01-1709,10-02-1709,12-06-1709,Batavia,"",From 08-11 till 17-11-1708 at S. Tomé.,"{""Soldiers""=>{""I""=>59, ""II""=>"""", ""III""=>4, ""IV""=>3, ""V""=>"""", ""VI""=>54}, ""Passengers""=>{""I""=>2, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>2}}"
2056.2,BELVLIET,"Vries, Klaas de",586,fluit,1704,Enkhuizen,Amsterdam,03-06-1708,Texel,21-11-1708,30-12-1708,01-04-1709,Batavia,"",On 02-11-1708 at Dasseneiland.,"{""Soldiers""=>{""I""=>64, ""II""=>"""", ""III""=>10, ""IV""=>6, ""V""=>"""", ""VI""=>43}}"
2057.1,ENGEWORMER,"Meikens, Barend",560,fluit,1707,Hoorn,Hoorn,03-06-1708,Texel,21-11-1708,30-12-1708,10-04-1709,Batavia,"","","{""Soldiers""=>{""I""=>45, ""II""=>"""", ""III""=>7, ""IV""=>8, ""V""=>"""", ""VI""=>32}}"
2058.5,HORSTENDAAL,"Visser, Jakob",688,pinas,1699,Amsterdam,Enkhuizen,03-06-1708,Texel,05-11-1708,09-12-1708,13-02-1709,Batavia,"","","{""Soldiers""=>{""I""=>110, ""II""=>"""", ""III""=>12, ""IV""=>4, ""V""=>"""", ""VI""=>90}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>0, ""IV""=>3, ""V""=>"""", ""VI""=>4}}"
2059.4,LIEFDE,"Timmerman, Adriaan",1009,pinas,1698,Amsterdam,Amsterdam,03-06-1708,Texel,21-11-1708,30-12-1708,03-04-1709,Batavia,"",Among the passengers were 4 stowaways.,"{""Soldiers""=>{""I""=>133, ""II""=>"""", ""III""=>14, ""IV""=>4, ""V""=>"""", ""VI""=>92}, ""Passengers""=>{""I""=>9, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>9}}"
2060.2,POPKENSBURG,"Lavia, Karel",804,"",1699,Zeeland,Amsterdam,03-06-1708,Texel,05-11-1708,09-12-1708,23-02-1709,Batavia,"","","{""Soldiers""=>{""I""=>101, ""II""=>"""", ""III""=>6, ""IV""=>3, ""V""=>"""", ""VI""=>90}, ""Passengers""=>{""I""=>2, ""II""=>0, ""III""=>0, ""IV""=>3, ""V""=>0, ""VI""=>5}}"
2062.1,ZEELANDIA,"Burger, Matthijs",160,hoeker,1704,Zeeland,Zeeland,18-10-1708,Goeree,04-02-1709,"",(04-02-1709),The Cape,"","","{""Seafarers""=>{""I""=>20, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
2064.2,MEERVLIET,"Laver, Hayman de",210,"jacht, fregat",1706,Amsterdam,Amsterdam,04-11-1708,Texel,25-03-1709,22-05-1709,25-07-1709,Batavia,"",At Saldanha Bay from 02-03 till 24-03-1709.,"{""Seafarers""=>{""I""=>50, ""II""=>4, ""III""=>5, ""IV""=>5, ""V""=>5, ""VI""=>45}, ""Soldiers""=>{""I""=>47, ""II""=>"""", ""III""=>12, ""IV""=>9, ""V""=>"""", ""VI""=>44}}"
2065.1,AMAZONE,"Meerlaan, Jan",590,fluit,1707,Amsterdam,Amsterdam,06-11-1708,Texel,10-02-1710,23-03-1710,04-07-1710,Batavia,"","From 10-11 till 07-12-1708 back at Texel together with SAMSON (2066). Stayed at Duins, St. Helena, S. Tomé and Luanda. At Portsmouth 3 seafarers were entlisted.","{""Soldiers""=>{""I""=>65, ""II""=>"""", ""III""=>6, ""IV""=>2, ""V""=>13, ""VI""=>48}}"
2066.1,SAMSON,"Rode, Jan de",800,"",1707,Amsterdam,Amsterdam,06-11-1708,Texel,05-05-1709,30-05-1709,08-08-1709,Batavia,"",At S. Tiago from 06-02 till 10-02-1709.,"{""Soldiers""=>{""I""=>101, ""II""=>"""", ""III""=>7, ""IV""=>4, ""V""=>"""", ""VI""=>95}, ""Passengers""=>{""I""=>0, ""II""=>0, ""III""=>0, ""IV""=>6, ""V""=>0, ""VI""=>6}}"
2068.1,AREND,"Wit, Jan de",130,"",1708,Amsterdam,Amsterdam,22-12-1708,Texel,30-04-1709,"",(30-04-1709),The Cape,"","","{""Seafarers""=>{""I""=>15, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
2069.3,HOEDEKENSKERKE,"Hei, Jan de",830,"",1704,Zeeland,Zeeland,07-01-1709,Wielingen,22-05-1709,28-06-1709,16-09-1709,Batavia,"","","{""Soldiers""=>{""I""=>93, ""II""=>0, ""III""=>9, ""IV""=>2, ""V""=>0, ""VI""=>86}, ""Passengers""=>{""I""=>0, ""II""=>0, ""III""=>0, ""IV""=>5, ""V""=>0, ""VI""=>5}}"
2070.1,NOORDBEEK,"Doom, Adriaan van",858,"",1707,Zeeland,Zeeland,07-01-1709,Wielingen,02-06-1709,28-06-1709,02-09-1709,Batavia,"",On 29-05-1709 at Robbeneiland.,"{""Soldiers""=>{""I""=>92, ""II""=>"""", ""III""=>10, ""IV""=>6, ""V""=>"""", ""VI""=>79}}"
2071.1,BRUG,"Dol, Hero",600,"",1708,Enkhuizen,Enkhuizen,08-01-1709,Texel,04-06-1709,28-06-1709,17-09-1709,Batavia,"",At S. Tiago on 16-03 till 18-03-1709. The passengers were stowaways.,"{""Soldiers""=>{""I""=>55, ""II""=>"""", ""III""=>3, ""IV""=>2, ""V""=>"""", ""VI""=>51}, ""Passengers""=>{""I""=>3, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>3}}"
2072.6,IJSSELMONDE,"Hooft, Jan de",832,"",1693,Rotterdam,Rotterdam,11-01-1709,Goeree,03-06-1709,28-06-1709,11-09-1709,Batavia,"",From 18-01 till 27-02-1709 at Portsmouth. One seafarer deserted. Laid up on 30-10-1716.,"{""Soldiers""=>{""I""=>91, ""II""=>"""", ""III""=>9, ""IV""=>3, ""V""=>"""", ""VI""=>81}, ""Passengers""=>{""I""=>5, ""II""=>0, ""III""=>1, ""IV""=>0, ""V""=>0, ""VI""=>4}}"
2073.1,ARENDSDUIN,"Breen, Jan Huigen van",580,jacht,1708,Delft,Delft,30-04-1709,Goeree,25-08-1709,21-09-1709,20-11-1709,Batavia,"","","{""Soldiers""=>{""I""=>57, ""II""=>1, ""III""=>3, ""IV""=>8, ""V""=>6, ""VI""=>56}}"
2074.6,DONKERVLIET,"Turfkloot, Arie",794,"",1696,Zeeland,Delft,30-04-1709,Goeree,13-08-1709,08-09-1709,15-11-1709,Batavia,"","","{""Soldiers""=>{""I""=>98, ""II""=>1, ""III""=>14, ""IV""=>13, ""V""=>3, ""VI""=>94}, ""Passengers""=>{""I""=>3, ""II""=>0, ""III""=>1, ""IV""=>0, ""V""=>0, ""VI""=>2}}"
2075.1,NEDERHOVEN,"Jongerens, Jan",600,fluit,1708,Rotterdam,Rotterdam,30-04-1709,Goeree,10-09-1709,30-10-1709,23-01-1710,Batavia,"","","{""Soldiers""=>{""I""=>63, ""II""=>10, ""III""=>3, ""IV""=>7, ""V""=>19, ""VI""=>48}, ""Passengers""=>{""I""=>0, ""II""=>0, ""III""=>0, ""IV""=>3, ""V""=>0, ""VI""=>3}}"
2076.2,BARNEVELD,"Palestein, Adriaan",1008,"",1706,Amsterdam,Amsterdam,07-05-1709,Texel,07-09-1709,30-10-1709,14-01-1710,Batavia,"",Among the passengers was one stowaway.,"{""Soldiers""=>{""I""=>117, ""II""=>7, ""III""=>7, ""IV""=>"""", ""V""=>21, ""VI""=>110}, ""Passengers""=>{""I""=>2, ""II""=>0, ""III""=>0, ""IV""=>"""", ""V""=>0, ""VI""=>2}}"
2078.1,BENTVELD,"Kloot, Abraham",938,"",1708,Amsterdam,Amsterdam,07-05-1709,Texel,06-09-1709,30-10-1709,28-12-1709,Batavia,"",Among the passengers was one stowaway. The master died. He was succeeded by Leendert de Koning at the Cape.,"{""Seafarers""=>{""I""=>131, ""II""=>1, ""III""=>17, ""IV""=>11, ""V""=>9, ""VI""=>116}, ""Soldiers""=>{""I""=>96, ""II""=>3, ""III""=>3, ""IV""=>12, ""V""=>3, ""VI""=>102}, ""Passengers""=>{""I""=>5, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>5}}"
2079.3,HUIS TE ROZENBURG,"Gerbrands, Theunis",576,fluit,1702,Amsterdam,Amsterdam,07-05-1709,Texel,07-09-1709,30-10-1709,15-01-1710,Batavia,"","","{""Soldiers""=>{""I""=>67, ""II""=>6, ""III""=>5, ""IV""=>0, ""V""=>12, ""VI""=>65}, ""Passengers""=>{""I""=>1, ""II""=>0, ""III""=>1, ""IV""=>0, ""V""=>0, ""VI""=>0}}"
2081.2,ELLEMEET,"Landsheer, Michiel",670,"",1699,Zeeland,Zeeland,06-06-1709,Wielingen,28-10-1709,11-12-1709,19-02-1710,Batavia,"","","{""Seafarers""=>{""I""=>131, ""II""=>7, ""III""=>13, ""IV""=>16, ""V""=>20, ""VI""=>120}, ""Soldiers""=>{""I""=>99, ""II""=>20, ""III""=>24, ""IV""=>11, ""V""=>28, ""VI""=>62}}"
2082.3,KIEFHOEK,"Kole, Jakob",832,"",1701,Rotterdam,Zeeland,06-06-1709,Wielingen,02-11-1709,10-12-1709,07-03-1710,Batavia,"","","{""Soldiers""=>{""I""=>98, ""II""=>8, ""III""=>31, ""IV""=>13, ""V""=>16, ""VI""=>64}}"
2083.4,ABBEKERK,"Hoek, Jakob",600,fluit,1698,Hoorn,Hoorn,10-06-1709,Texel,04-02-1710,02-04-1710,04-07-1710,Batavia,"",From 28-09 till 16-10-1709 at S. Tomé.,"{""Soldiers""=>{""I""=>38, ""II""=>7, ""III""=>2, ""IV""=>2, ""V""=>7, ""VI""=>31}, ""Passengers""=>{""I""=>0, ""II""=>0, ""III""=>0, ""IV""=>2, ""V""=>0, ""VI""=>2}}"
2084.7,HUIS TE LOO,"Hofman, Broer",875,pinas,1691,Amsterdam,Amsterdam,10-06-1709,Texel,06-11-1709,26-12-1709,10-04-1710,Batavia,"",Six passengers were stowaways.Laid up at Batavia on 30-11-1717.,"{""Soldiers""=>{""I""=>92, ""II""=>18, ""III""=>23, ""IV""=>22, ""V""=>29, ""VI""=>63}, ""Passengers""=>{""I""=>7, ""II""=>0, ""III""=>2, ""IV""=>2, ""V""=>2, ""VI""=>5}}"
2085.2,NEPTUNUS,"Langerens, Willem",858,"",1704,Amsterdam,Amsterdam,10-06-1709,Texel,11-01-1710,27-02-1710,02-06-1710,Batavia,"",From 15-09 till 20-10-1709 at S. Tomé.,"{""Soldiers""=>{""I""=>100, ""II""=>10, ""III""=>18, ""IV""=>4, ""V""=>14, ""VI""=>72}, ""Passengers""=>{""I""=>3, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>3}}"
2086.4,OEGSTGEEST,"Bruin, Pieter Jansz.",576,hekboot,1699,Amsterdam,Amsterdam,10-06-1709,Texel,20-12-1709,03-02-1710,21-05-1710,Batavia,"",The two passengers were stowaways. Lost at Grisee in 1719.,"{""Soldiers""=>{""I""=>52, ""II""=>32, ""III""=>4, ""IV""=>3, ""V""=>32, ""VI""=>12}, ""Passengers""=>{""I""=>2, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>2}}"
2087.2,LOKHORST,"Zwaan, Klaas",612,fluit,1702,Enkhuizen,Enkhuizen,17-07-1709,Texel,18-12-1709,15-01-1710,10-05-1710,Batavia,"",The three passengers were stowaways. At S. Tiago from 17-09 till 23-09-1709. Two seafarers ran away.,"{""Soldiers""=>{""I""=>60, ""II""=>1, ""III""=>1, ""IV""=>0, ""V""=>9, ""VI""=>54}, ""Passengers""=>{""I""=>3, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>3}}"
2089.1,AVONTURIER,"Gerrits, Koert",300,"jacht, fregat",1707,Amsterdam,Amsterdam,12-10-1709,Texel,27-02-1710,10-04-1710,17-06-1710,Batavia,"",The five passengers were stowaways; they were enlisted at the Cape.,"{""Seafarers""=>{""I""=>56, ""II""=>4, ""III""=>7, ""IV""=>1, ""V""=>4, ""VI""=>47}, ""Soldiers""=>{""I""=>35, ""II""=>3, ""III""=>3, ""IV""=>0, ""V""=>3, ""VI""=>28}, ""Passengers""=>{""I""=>5, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>5}}"
2090.1,GELUKKIG UUR,"Scharbotten, Gilles",300,fregat,1707,Amsterdam,Amsterdam,12-10-1709,Texel,24-01-1710,11-02-1710,12-05-1710,Batavia,"",The two passengers were stowaways. At 'Hitland' from 18-10 till 23-10-1709. The ship was lost in Asia.,"{""Soldiers""=>{""I""=>43, ""II""=>0, ""III""=>1, ""IV""=>0, ""V""=>2, ""VI""=>40}, ""Passengers""=>{""I""=>2, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>2}}"
2091.3,'T GHIJN,"Kalf, Hendrik",810,"",1701,Amsterdam,Amsterdam,27-10-1709,Texel,16-05-1710,10-07-1710,20-09-1710,Batavia,"","Among the passengers were 14 stowaways. 11 Persons went missing, 54 persons died during the voyage.","{""Soldiers""=>{""I""=>96, ""II""=>25, ""III""=>12, ""IV""=>11, ""V""=>34, ""VI""=>61}, ""Passengers""=>{""I""=>17, ""II""=>0, ""III""=>3, ""IV""=>9, ""V""=>0, ""VI""=>23}}"
2092.1,MIJNDEN,"Marre, Herman de",1008,"",1709,Amsterdam,Amsterdam,27-10-1709,Texel,25-03-1710,02-05-1710,16-08-1710,Batavia,"",The passenger was a stowaway.,"{""Soldiers""=>{""I""=>118, ""II""=>12, ""III""=>9, ""IV""=>8, ""V""=>25, ""VI""=>92}, ""Passengers""=>{""I""=>1, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>1}}"
2093.1,OUDENAARDE,"Emmerij, Christiaan",858,"",1708,Amsterdam,Amsterdam,27-10-1709,Texel,07-04-1710,05-06-1710,09-08-1710,Batavia,"","","{""Soldiers""=>{""I""=>91, ""II""=>14, ""III""=>14, ""IV""=>8, ""V""=>14, ""VI""=>71}, ""Passengers""=>{""I""=>7, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>7}}"
2094.5,THEEBOOM,"Uilenberg, Tobias",526,fluit,1699,Amsterdam,Amsterdam,27-10-1709,Texel,19-04-1710,10-07-1710,21-09-1710,Batavia,"",The three passengers were stowaways. Lost at Banda in 1711.,"{""Soldiers""=>{""I""=>56, ""II""=>0, ""III""=>6, ""IV""=>3, ""V""=>0, ""VI""=>52}, ""Passengers""=>{""I""=>3, ""II""=>0, ""III""=>0, ""IV""=>0, ""V""=>0, ""VI""=>3}}"
2096.2,PRINS EUGENIUS,"Berger, Jan",874,"",1703,Amsterdam,Amsterdam,19-01-1710,Texel,04-05-1710,05-06-1710,08-08-1710,Batavia,"",The passengers were stowaways.,"{""Seafarers""=>{""I""=>158, ""II""=>4, ""III""=>8, ""IV""=>6, ""V""=>4, ""VI""=>152}, ""Soldiers""=>{""I""=>80, ""II""=>1, ""III""=>9, ""IV""=>0, ""V""=>1, ""VI""=>70}, ""Passengers""=>{""I""=>7, ""II""=>0, ""III""=>0, ""IV""=>2, ""V""=>0, ""VI""=>9}}"
2097.2,GAMRON,"Tocht, Marten van der",848,"",1706,Amsterdam,Amsterdam,19-01-1710,Texel,14-05-1710,10-07-1710,06-09-1710,Batavia,"",The passengers were stowaways.,"{""Soldiers""=>{""I""=>78, ""II""=>1, ""III""=>7, ""IV""=>7, ""V""=>2, ""VI""=>76}, ""Passengers""=>{""I""=>11, ""II""=>0, ""III""=>1, ""IV""=>2, ""V""=>0, ""VI""=>12}}"
